audio_id	sentence
Voice648	तथापि, यसलाई ठूलो व्यावसायिक बनाउन र अत्याधिक इच्छाहरु को लागी अधिक र अधिक कमाई को लागी मान्छेले काम मा धेरै समय खर्च गर्दछ र आफ्नो आमाबाबु, पति र बच्चाहरुलाई बेवास्ता गर्छन।
Voice649	फेरि कमिश्नरले बडो कोमल स्वरमा अन्तिम बार सोधे- तिम्रो अन्तिम इच्छा के छ !; केही भन्नु छ?
Voice650	समय मिलाएर पत्रिका पढ्ने बानी बसाउनुपर्छ, दैनिक रूपमा गर्नुपर्ने कामलाई पन्छाएर खालि पत्रिका पढ्नु राम्रो होइन, ।
Voice651	त्यस्तै नेपालको सरकारी व्यवहार चलाइने भएकोले यो नेपालको राष्ट्रभाषाका रूपमा स्थापित भएको हो।
Voice652	हेर हेर, कति दुब्लो भएको छ अङ्ग्रेजी पढ्दा ।
Voice653	न्वारनको नाउँ आमासँग सोध्न्‌ ।
Voice654	पछिल्लो समय रुसले युक्रेनी ऊर्जा पूर्वाधारलाई लक्षित गरी आक्रमण तीव्र पारेको छ ।
Voice655	त्यस कारणले हामीले सक्ने काम गरेर दशको अवस्थालाई अझ गतिलो बनाउनुपर्छ।
Voice656	नाककोरेको साग, कोशीले छाडेर गएको ठाउँमा जमेको पाँक र त्यहाँको दलदल जसमा फुलकाहीका बाब्‌साहेबहरूको हात्ती भास्सिएर मरेको।
Voice657	सामाजिक समस्या यसका ज्ञानले हटाउन सकिन्छ।
Voice658	उस दिन बिहान गाइको पूजा गरिन्छ अनि राति घरघरमा दीपावली गरी धनकी देवी लक्ष्मीको पूजा गरिन्छ।
Voice659	राधा ! तिमीले घरमा लेख्न-पढ्न सिकेको थियो कि थिएन ?
Voice660	हामी नेपालीले कर्म मात्र गर्नुपर्छ, फलको अपेक्षा गर्नु हुँदैन।
Voice661	सिङ्गो प्रकृति नै मेरो स्वागत गर्न तम्तयार त्यही बेला नै थियो।
Voice662	यहाँको दूबोमा यो गाढा चिल्लो हरितिमा छैन, खसो, खैरो, शुष्क हरियोपन मात्र छ ।
Voice663	सबैले सबैको धर्मलाई सम्मान गर्छौं।
Voice664	उसको जीवन जोखिमपूर्ण पनि हुन्छ।
Voice665	हामी कसैलाई पराइ ठान्दैनौ।
Voice666	हो, आमालाई धेरै काम छ, मालमत्ताको राखनधरन गर्नु छ, उहाँलाई फुर्सत छैन ।
Voice667	उसलाई पुलिसले केर्दा या न्याय गोष्ठीमा सोध्दा उसले एकनाससँग भनेको थियो- मैले फ्याँकेको हो बम ।
Voice668	यस्तो कारणले गर्दा हाम्रो घरपरिवार असुरक्षित छन् ।
Voice669	यो कुकुर-तिहार कार्तिक महिनाको कृष्ण पक्षको चतुर्दशी तिथि परेको दिन पर्दछ।
Voice670	सरकारले कर तिराएर हामीलाई ठग्न काम गरिरहेको होइन।
Voice671	उनीहरू घर फर्के; बाटामा राधाले आफ्नी दिदीको कुरा गरी, जसले छोरा पाउँदा राधा पनि थिई ।
Voice672	अझै हाम्रो समाजमा चेलीबेटी बेचबेखन पनि तिब्र गतिमा बढिरहेको छ।
Voice673	आमा हाँस्थिन्‌ छोरीले कनी-कथी गरेर पढेको देख्दा र कहिले-कहिले त्यहीँनिर बसेर उसले पढेको कथा सुन्थिन्‌ ।
Voice674	युगको आवश्यकता र नेपाली माटाको मागबमोजिम नेपाल आमाले जन्माएका त्यस्ता साहसिक वीरहरूमध्ये सर्वाधिक महत्त्वपूर्ण ऐतिहासिक महारथी हुन्-पृथ्वीनारायण शाह।
Voice675	त्यसैले यो दिन तिहार चाडको निकै महत्त्वपूर्ण दिन हो।
Voice676	शहरबाट सञ्चित गरेर ल्याएको कातर हृदयको भय उसको सङ्गतमा बिस्तार-बिस्तार लोप हुन लागेको जस्तो भयो ।
Voice677	हामी नेपाली एकतामा बसेर हरेक काम गर्छौ र सफलता प्राप्त गर्छौ।
Voice678	नेपाललाई छत्तीस वर्णको साझा फूलबारीका रूपमा प्रस्तुत गर्दै सबै जात-वर्णको समान उन्नति र विकास भएमा राष्ट्रियता मजबुत हुने ।
Voice679	मेरो बुबा आमाको मायाको छहारीमा मेरो बाल्यकाल खुबी रमाइलो भएर बित्यो।
Voice680	नेपाली भाषा साहित्यिक दृष्टिले पनि निकै धनी छ।
Voice681	कोशी नदी पनि सोझै तर्छ र जो क्रोधमा आयो भने आँखा देख्दैन र जसदेखि ठूला-ठूला बाघ पनि डराउँछन्‌; इत्यादि इत्यादि ।
Voice682	हामी हाम्रो चाडपर्वमा काग, कुकुर, गाई, गोरु आदिलाई सम्मान गर्छौं।
Voice683	‘दस कुवा बराबर एउटा पोखरी हुन्छ, दस पोखरी बराबर एउटा पुत्र हुन्छ, दस पुत्रहरू बराबर एउटा रुख हुन्छ।
Voice684	मलाई नचाहिँदो कुरामा अड्को तोपेर घरमा कोलाहल मचाउन पटक्कै मन लाग्दैनथ्यो।
Voice685	नागरिकको कर्तव्य देशको हरेक परिस्थितिमा साथ दिनु र आफूले गर्न सक्ने मेहनत गर्नु पनि हो।
Voice686	पर्वतारोहणमै सारा जीवन बिताउने व्यक्तिहरू पनि प्रशस्त भेटिन्छन्।
Voice687	गत फेब्रुअरीदेखि युक्रेनमाथि सैन्य आक्रमण गरिरहेको रुसले इरानलाई अभूतपूर्व तहको सैन्य सहयोग दिइरहेको ।
Voice688	रङ्गै रङ्गको सुन्दर सृष्टि इन्द्रेणी हो।
Voice689	नेपालका प्रमुख समाचारपत्रहरूको बिक्री-वितरण निकै हुने गरेको पाइन्छ।
Voice690	उसले भनी- म पढ्छु दाइ !
Voice691	त्यो जोगीले हाम्रो गाउँको ठिक्क पश्चिम सडकभन्दा दक्खिनको एउटा सानो पोखरीको पूर्वी डिलमा चारवटा फुसका साना-साना चिट्ट परेका घर बनाएको थियो ।
Voice692	बिजुली, खानेपानी, कर आदिका लागि उठाइएको रूपले नै देशका विभिन्न कार्यहरू गरिन्छ।
Voice693	सयभित्र तमाम जात जाति, भाषा भाषी र धर्मावलम्बीहरुका विचार र भावना मिलेका छन्।
Voice694	अझ मानिस त झन् संसारका प्राणीहरू मध्येकै सर्वश्रेष्ठ एवं चेतनशील प्राणी हो; त्यसैले उ कसैका बन्धनमा नरही आफूखुसी खान, बस्न,बोल्न र घुमफिर गर्न रुचाउँछ, ।
Voice695	त्यसै कारणले यदि हामीले कडा नियम र कानुन बनायो भने हाम्रो समाज अगाडि बढ्न सक्छ र सगरमाथा झैँ उच्च नाम कमाउन सक्छ।
Voice696	मनिष आफ्नो स्वार्थको लागि समस्याहरु उत्पन्न गर्छन ।
Voice697	अनुशासन' शब्दले 'सामाजिक, नैतिक, धार्मिक, राजनैतिक आदि नियम-नियमावलीको मर्यादा र सो मर्यादाभित्र रहने काम भन्ने अर्थ बुझाउँछ, ।
Voice698	घरपालुवा जनावरका रूपमा रहेको र घरकै रखवारी गर्न पालिने कुकुरलाई कालका देवता।
Voice699	यी पाँच दिनमा काग-तिहार, कुकुर-तिहार, गाइ-तिहार, गोरु-तिहार, र भाइ-तिहार गरी जम्मा पाँच तिहार चिनिन्छ।
Voice700	अनेकौँ मठ, मन्दिर, गुम्बा, मस्जिद र गिर्जाघर छन्।
Voice701	मेरो देश पुर्व देखि लिएर पश्चिमसम्म स्वतन्त्र छ।
Voice702	तसर्थ आफ्नो देश युवास्रोतलाई निर्माणतर्फ प्रवाहित गर्न राज्यले रोजगारका बाध बढ्ने पर्छ, उनीहरूको उत्साहको धर्म उच्च आत्मबल र मनोबल साँध लाउनै पर्छ।
Voice703	घरका सबै आत्यधिक लाड प्यार पाएर म चाडै नै तङ्ग्रिन थाले अनि सबैका काख काखमा खेल्दै-रमाउँदै टुकुटुकु हिँड्न सक्ने भए।
Voice704	कालगतिको नियमबाट आएन यो; न अकस्मात्‌  नै आयो ।
Voice705	मेरो जीवनमा यो गाँसिन आई ।
Voice706	यो भावना पारस्परिक ‘जिउँदको जन्ती र मार्दाको मलामी’ उखान सार्थक भएको छ।
Voice707	इरानका कारण युक्रेनमा मानिसहरूले ज्यान गुमाइरहेका छन्,’ उनले भने ।
Voice708	आफ्ना कर्तव्यलाई नभुलेर र देशलाई नछलेर आफ्नो जिम्मेवारी समयमा पूरा गर्नुपर्छ।
Voice709	आदि प्रमुख पत्रिकाहरू छन्, यीमध्ये गोरखापत्र नेपालको सबभन्दा पुरानो पत्रिका हो, पत्रपत्रिका पढ्दा धेरै फाइदा हुने भए तापनि हामीले समयको वास्तै नगरी यसमा एकोहोरिएर लाग्दैन, ।
Voice710	त्यसै गरी विविध जाति, वेश र परम्परा उपज नेपाली संस्कृति हो।
Voice711	हामी सबै आजै देखि आफूले गर्ने काम इमानदारी पूर्वक गर्न थालौं र समाजका लागि एउटा उदाहरण बनौं हामी सबै।
Voice712	पुस्तकालयको देश निर्माण र विकासमा एक स्थान ओगटेको छ।
Voice713	त्यस देशको अनुहारमा अधोगतिको चाया देखिन्छ र अवनतीको छाया देखिन्छ।
Voice714	र बालाई जेठो छोरोमाथि बडो आशा थियो ।
Voice715	सर्वप्रथम नेपाली भाषाको व्याकरण लेख्ने विद्वान् एउटा विदेशी नै हुन्।
Voice716	एकाध बर्षमा उहाँ गणित र विज्ञानमा धेरै नै जान्ने भए।
Voice717	वनबाट अनेकौँ जडीबुटीहरू निस्कने गर्छ।
Voice718	हाम्रो समाजमा ‘गाँस छोड्नु,साथ नछोड्नू’ उखान ज्यादै लोकप्रिय छ।
Voice719	हामी निस्वार्थी र धर्मको बाटोमा लाग्ने मानिस हौ।
Voice720	यसै कारणले हरेक बर्ष धरै मानिसहरुको मृत्यु हुन्छ ।
Voice721	यस खेलले दिने स्वाद बेग्लै र अनौठो हुन्छ।
Voice722	सियो, धागो, सिन्दूर बेच्ने बाक्सावाला, हींग र मेवा किन्छौं कि भन्दै हिंड्ने काबुलीवालाहरूका विभिन्न तीव्रता र।
Voice723	बिदाका दिन म गाउँले साथीहरूसँग नजिकेको जंगलमा घुमफिर गर्ने जान्थे।
Voice724	तिनीहरू उनीहरूको वरिपरी मद्दत गर्न प्रयास गर्छन्, आफैलाई धैर्य कार्यमा समावेश गर्दछ।
Voice725	यस दिनलाई हाल तिहार पनि भनिन्छ।
Voice726	भैरहेका छन्‌- ढुङ्गाका घर, ढुङ्गाका सडक, ढुङ्गाका घाटहरू, त्यहाँको जीवनको चारैतिरका दृढ स्थिर प्रस्तर आधार- ढुङ्गा.।
Voice727	साधारण मृत्यु होइन यो, जसमा जीवन बिस्तार-बिस्तार निभ्दै जान्छ, बिलाउँदै-बिलाउँदै जान्छ; कालगतिको सामान्य नियममा बाँधिएको मृत्यु यो होइन ।
Voice728	विश्वमा नेपाललाई चिन्नेले हामी नेपालीलाई पनि चिन्दछ।
Voice729	नारी नुनिला आँसुका धारा खाएर अमृतमय दूध पिलाउन सक्ने नारी सृष्टिका संरक्षक हुन् ।
Voice730	यो हाम्रो राष्ट्रको बिकासको अनुपम धरोहर हो, यसले देशको विकास गर्न सकिन्छ।
Voice731	सम भन्नु पर्दा पर्वतारोहण पनि मानिसले खेल्ने एक रमाइलो खेल नै हो।
Voice732	त्यो काठको खामो- जाट हो ।
Voice733	सानो गृहस्थीमा आइपर्ने सुख-दुःखका कुराभन्दा माथि कहाँ उठ्थ्यो र उनीहरूको विचार !
Voice734	यस्तो व्यक्ति सबैका नजरमा असल ठहरिन्छ, अनुशासनको क्षेत्र ज्यादै फराकिलो पनि छ।
Voice735	यो चाड लक्ष्मीपूजाका नामले पनि निकै प्रसिद्ध छ।
Voice736	ड्रोन उत्पादनमा रुस र इरानबीचको साझेदारी युक्रेन, इरानका छिमेकी तथा अन्तर्राष्ट्रिय समुदायका लागि घातक हुने कर्बीको भनाइ छ ।
Voice737	अनि बडो मेहेनत गर्न थालेकी थिई पढ्नमा ।
Voice738	र घरको कुनामा या आँपको गाछीमुनि उ घोप्टो परेर सुतेर पढ्थी ।
Voice739	यस देशले आफूलाई विश्वमा चिनाउने सामर्थ्य पनि राखेको छ।
Voice740	ठूलो योगदान रहेको छ, अहिलेको युग भनेको प्रतिस्पर्धाको युग हो, आज विश्वमै औद्योगिक विकासको गति तीव्र रूपमा बढिरहेको छ, विभिन्न उद्योगहरूले आफ्ना उत्पादनहरू ।
Voice741	हामी सबैका चाडपर्व एक अर्कामा शुभ कामना व्यक्त गर्छौं।
Voice742	तिनीहरूले उच्च सोच्न वा विस्तृत मानसिकता विकास गर्न सक्दैनन्।
Voice743	स्नेह गरी उनीहरूको धुकधुकीको स्पर्श गरेर नेपाली राष्ट्रियताको मजबुत आधार खडा गरे।
Voice744	त्यसैले यस दिन गाईलाई फुलको माला लगाएर थरथरीका मीठा मीठा खाने कुरा खान दिई गाई पूजा गरिन्छ।
Voice745	नेपालमा भएको जंगलको सदुपयोग गर्न सकेमा नेपाल धनी र नेपाली सुख हुन् सक्छन्।
Voice746	युवा-युवतीहरूका जोस र जाँगरका अगाडि जस्तोसुकै कठिन चुनौतीले पनि शिर निहुराउने पर्छ।
Voice747	यसै दिन कालका देवता यमराज पनि आफ्नी बहिनी यमुना कहाँ टीका लगाउन जाने कथा हिन्दू पुराणमा उल्लेख गरिएको छ।
Voice748	अतः युवाहरूका आट र उत्साहको इन्धन प्राप्त गर्दा देशले विकास मार्गमा आएका जुनसुकै हाँक र बन्धनलाई सजिलै परास्त गर्न सक्छ।
Voice749	यस्तो करा गाउँमा पहिले कहिल्यै पनि भएको थिएन ।
Voice750	यहाँ मन्दिरले मस्जिदको रिस गर्दैन भने गुम्बाले गिर्जाघरलाई गाली गर्दैन।
Voice751	नेपाल प्राकृतिक सुन्दरताले भरिपूर्ण देश हो।
Voice752	संसारका धेरै मानिसहरू निरन्तर पर्वतारोहण गरीरहन्छन।
Voice753	त्यसै गरी विश्वका कुनाकुनामा शान्तिको संदेश छरी अमर बन्न पुगेका शान्तिका अग्रदुत गौतम बुद्ध पनि मेरै देशका बासिन्दा हुन्।
Voice754	राधाले केही नबोलेर आफ्नो गोडा पानीमा हल्लाइरही ।
Voice755	न हो यो त्त्यस्तो अकस्मात्‌को मृत्यु जस्तो कि युद्धमा तातो गोली खाएर प्राण उडेको हुन्छ- सोच्दै नसोचेको गोली लाग्छ छातीमा, अनि त्यही अकस्मात्‌को आश्चर्यमा मान्छेको शरीर सेलाइहाल्छ ।
Voice756	अनुशासन भनेको नियमपालन हो।
Voice757	पर्वतारोहण एउटा साहसिक कार्य हो।
Voice758	समाजमा बसेपछि एक-अर्काको कदर गर्ने, सामाजिक नीतिनियमको पालना गर्ने, दुख परेको बेलामा एकले अर्कालाई सक्दो सहयोग गर्ने अनि कसैप्रति भेदभाव ।
Voice759	नेपालका प्रमुख समाचारपत्रहरूको बिक्री-वितरण निकै हुने गरेको पाइन्छ।
Voice760	भरखर यसो उँघेको मात्र थियो क्यारे, तर घडी कति छिटै बितेको ।
Voice761	सलाई बनाउने काठ, चन्दन, रबडको लस्सा, लह, मसला, बास इत्यादि वनबाट प्राप्त हुने गर्छ।
Voice762	अधिकांस नारीहरु (मेरा स्कुल कलेजका धेरै सहपाठी समेत)बिहे पश्चात अध्ययन स्थगित गरी आफ्नै बाटा आँफै बन्द गर्नमा तल्लिन भए/ छन् ।
Voice763	यही बमकाण्डभन्दा केही दिन पहिलेको कुरा ।
Voice764	अनुशासनमा नरहने मानिस लगामविनाको घोडाजस्तै हुन्छ, उसले जीवनमा केही गर्न सक्तैन।
Voice765	पर्वतारोहणले कुनै पनि चुचुरोमा पुग्ने व्यक्तिले जीवनमा आइपर्ने जस्तोसुकै समस्यासँग लड्न।
Voice766	त्यसैले म मेरो देश नेपाललाई ज्यादै माया गर्दछु र आफू नेपाली भई जन्मेकामा गौरव गर्दछु।
Voice767	कहाँ बाहिर ? यहाँ बाहिर, भित्र भन्ने छुट्टिएका दुई तत्त्व छन्‌ र : यहाँ त सबै क्रा बाहिरै बाहिर छ- उदाङ्ग ।
Voice768	यिनमा देश-विदेशका राजनैतिक गतिविधि खेलकुद, आर्थिक गतिविधि, कृषि र उद्योग-व्यवसाय तथा व्यापार, धर्म संस्कृति, इतिहास आदि हरेक विषयलाई ।
Voice769	र किशोरले स्वेच्छाले यो काम आफ्नो जिम्मामा लिएको थियो ।
Voice770	गत वैशाखसम्म तीन वटा एसी रहेकोमा अहिले थप गरिएको हो ।
Voice771	मीठो-मीठो खानेकुरो खान दिई आ आफ्ना दाजुभाइको दीर्घायु र निरोगिताको कामना गर्दछ।
Voice772	खस सम्प्रदाय अन्तर्गतका ठकुरी शाह वंशका राजा पृथ्वीनारायण शाहले गोर्खा जस्तो पहाडी राज्यका राजा भएर उपत्यकाका नेवारहरूको हृदय बुझ्नु, किरातहरूको आँत जित्नु कम चानचुने कुरो थिएन।
Voice773	पहाड चढ्दा व्यायाम पनि हुने भएकोले पर्वतारोहणहरूको शरीर स्वस्थ अनि तन्दुरुस्त बन्न पुग्दछ।
Voice774	अहिले पनि मृत्युका लागिको यो बृहत्‌ आयोजन समाप्त भैसकेको छैन- बाँकी रहेको कागजमा अफिसरहरूको दस्तखत पर्दै होला।
Voice775	यस्तो कार्य गरेर जसले पनि आफूलाई साहसीका रूपमा उभ्याउन सक्छ।
Voice776	म्याडम क्युरी, फलोरेन्स नाइटिङ्गेल, जुनको ताबेइ आदि यस्ता व्यक्तित्व हुन् जसले आफ्नो प्रतिभाको माध्यमबाट आफूलाई विश्वभर चिनाउन समर्थ भए र यिनी सबै नारी नै हुन् जसले शिक्षा पाएका थिए ।
Voice777	यहाँका यीनै विविधतामा समाजको जगमा नेपाली संस्कृति समाजको असल व्यवहार, मान्यता र भावना एउटै स्वरूप हो।
Voice778	आन्तरिक शान्ति र आनन्द मात्र पाउन सकिन्छ यदि हामी साधारण जीवनको नेतृत्व गर्दछौं र उच्च सोचाइले हामीलाई अरूको लागि राम्रो गर्न प्रेरित गर्दछ।
Voice779	तिनीहरू आफैमा भवदीय खर्च गर्नु भन्दा धैर्यतामा भोग्छन्।
Voice780	आफूले सक्ने काम गर्न म झन्झट मान्दैनथे ।
Voice781	देशमा कमी आएको छ।
Voice782	त्यसैले यहाँका मानिसले तिर्थाटनका लागि विदेशतिर गइरहनुपर्दैन, विभिन्न देवीदेवताका मन्दिर र तीर्थस्थल रहेको मेरो देश एक पुण्यभूमि हो।
Voice783	जसरी सनही, झुर्मा, मादल, ढोलक आदिबाट कुनै मनोरम ताल निस्किन्छ, त्यसरी नै हामीबाट नेपाली संस्कृति जन्मन्छ।
Voice784	नेपालमा पर्वतारोहण गर्नमा खास गरी सेर्पा जातिका मानिसहरू अग्र पङ्क्तिमा रहेका छन्।
Voice785	अनुशासनहीण विद्यार्थी उद्दण्डत, अराजकता, र विक्र्तिको बाटो तिर लाग्दछ,यस्ता विद्यार्थी भविष्यमा निकै पछुताउनुपर्दछ।
Voice786	हामी तुलसी, वर, पीपल आदिलाई पूजा गर्छौं।
Voice787	देशका नागरिकले गर्नुपर्ने कामहरू देशका विकासमा धेरै असर पार्ने गर्छन्।
Voice788	मा पूर्वपट्टि मुहडा गरेर बालुवाको राशिउपर कोल्टे पल्टेकी थिई ।
Voice789	पर्वतारोहण एउटा साहसिक कार्य हो।
Voice790	भोलिपल्ट त क समातिइहालेको थियो ।
Voice791	हामी नेपालीमा घमण्ड र स्वार्थ भन्ने भावना उठेको छैन।
Voice792	नेपाल आमालाई पिर परेको बेला हामी अगाडि बढ्छौ र देशलाई संकटबाट मुक्त गर्छौ।
Voice793	म आफूभन्दा ठूलालाई आदर गर्थे र उहाहरुलाई अह्राएको कम नअनकनाएका खुरुखुरु गरि दिन्थे ।
Voice794	बालुवामा गोडा राख्दा न्यानो अनुभव हुन्थ्यो र गोडा अलिक भासिन्थ्यो जसले कृतकती लागेको जस्तो हुन्थ्यो ।
Voice795	रूखहरू एक किनारामा- अमलतास, मौलश्री, शिरीप, काइयो.... फूलका रूखहरू-रुचिपूर्ण ढङ्गबाट लगाइएका छन्‌ ।
Voice796	सहज रुपमा भन्नुपर्दा नेपाली भनेको नेपालमा बस्ने नागरिक हो ।
Voice797	नेपाली भाषा नेपालको प्रमुख भाषा हो।
Voice798	कविता, कथा, उपन्यास, नाटक, निबन्ध आदि साहित्यिक हरेक विधामा नेपाली बहस मौलाएको छ।
Voice799	नेपालमा ठूला-ठूला जंगलहरु छन्।
Voice800	नेपाल हिमाल, पहाड र तराईको विविधताले भरिएको सुन्दर बगैँचा हो।
Voice801	रुसलाई समर्थन गर्नेले त्यसको परिणाम बेहोर्नुपर्ने चेतावनी दिएको बीबीसीले उल्लेख गरेको छ ।
Voice802	कैयन ठुला होटेल खचाखच भरेका होलान 'नारी हक हित' को आवज उठाउन र 'नारी दिवस' मनाउन न कि ।
Voice803	नेपाल वीरहरूको देश भनेर पनि चिनिन्छ।
Voice804	तिहार नेपालीहरूको ज्यादै रमाइलो र महत्त्वपूर्ण चाड हो।
Voice805	आफू अनुशासनमा रहने मानिसले नै अरुलाई पनि अनुशासनको पाठ पढाउन सक्छ।
Voice806	तिहार पाँचौं वा अन्तिम दिन भाइ-तिहारका रूपमा प्रसिद्ध छ।
Voice807	साँझदेखि नै सबै दिन केटीहरू घरघर गइ भैलो खेल्ने गर्दछन।
Voice808	यसमध्ये पन्ध्र लाख अघिल्लो आर्थिक वर्षको बक्यौता हो भने बाँकी चालु आर्थिक वर्षको हो ।
Voice809	नेपाल विभिन्न जातिहरूको संगम स्थल पनि हो।
Voice810	अनि राष्ट्रिय एकताको जग सशक्त बन्ने कुरा पृथ्वीनारायण शाहले नै सिकाएका छन्।
Voice811	यसै दिन दीपावलीको झिलिमिली सबैतिर परिने हुँदा नै तिहार चाडलाई ‘दीपावली’ समेत भन्ने गरिएको हो।
Voice812	यसैले जहाँ धार्मिक-संस्कृतिक दृष्टिले यो लक्ष्मीपूजा हाम्रो समाजमा महत्त्वपूर्ण रहेको छ त्यहीँ यही दिन नै हाम्रो साहित्यिक महोत्सव पनि मनाउनुपर्ने दिन बन्ने पुगेको छ।
Voice813	अनुशासनको पालना आफूभित्रैबाट हुनुपर्दछ, सबैले सचेत भई सामाजिक नीति-नियमका घेराभित्र रहेर काम गर्नु उचित हुन्छ।
Voice814	स्थानको कत्रो फैलाव नीलो आकाशको कत्रो विस्तीर्णता ।
Voice815	वास्तवमा भन्ने हो भने नेपाली भाषा सम्पूर्ण नेपालीहरूको आत्मा हो, ढुकढुकी हो।
Voice816	नेपाल अधिराज्यको संविधानले नेपाली भाषालाई राष्ट्रभाषाका रूपमा मान्यता दिएको छ।
Voice817	केही कुरा किनेपछि बिल लिने पनि हाम्रो कर्तव्य हो।
Voice818	मेरो घरमा त् झन् कसैलाई निन्द्रा पर्ने कुरै थिएन।
Voice819	अर्को दिन, त्यसपछि झन्‌ छ : श्वेतभैरबी अर्को गर्दागर्दै दिन बित्न थाले ।
Voice820	बेला-बेलामा भूक्षय भइरहने गर्छ।
Voice821	हुन्छन् र कतिपय समाजसेवीले बनेका हुन्छन।
Voice822	त्यसैले देश विकासका लागि शिक्षित नारीको खाँचो छ ।
Voice823	यहाँ त धेरै दिनदेखि पर्खिएको मृत्यु हो यो- झन्‌ दरबारबाट मृत्युदण्डको पुष्टि भएपछि- आज हुन्छ, भोलि हुन्छ भन्दै औंलामा दिन गन्दै मृत्युलाई पर्खेर बसेको ।
Voice824	तिनको सौन्दर्यले सबैको मन लोभित हुन्छ।
Voice825	अहिलेको युगमा पत्रपत्रिका नपढ्ने मानिसले केही पनि जानेको हुँदैन र उ देश-विदेशमा भइरहेका गतिविधिबारे अनभिज्ञ नै रहन्छ, ।
Voice826	यसले जीवनको विकासमा ठुलो भूमिका खेलेका हुन्छन।
Voice827	विदेशी विद्वान्हरूको चासोको विषय बन्नु नेपाली भाषाको ठूलै उपलब्धि हो।
Voice828	कतिपय त् यसलाई पेसाकै रूपमा पनि अँगालेको पाइन्छ।
Voice829	यसको महत्व बुझने मानिस नै अहिले अगाडि बढेका उदहारण सहित पाइन्छ।
Voice830	प्रिथिवी नारायण शाह, अमरसिंह थापा, भीमसेन थापा, राजेन्द्र लक्ष्मी आदिका योगदानले हाम्रो नेपालमा आजसम्म कसैले विजय हासिल गर्न सकेन।
Voice831	काशीको अन्नजलको हामीले घेरै सञ्चय गरेका रहेनछौं ।
Voice832	अठार सय छब्बिस मा काठमाडौं उपत्यकामाथि कब्जा जमाएपछि उनको विजय यात्राको अभियान र नेपाल एकीकरणको महोत्सवको एउटा अध्याय सम्पन्न गुरुतर दायित्व उनले निर्वाह गरे।
Voice833	मैले भनें- मेरो त एउटा मात्र नाउँ छ ।
Voice834	भ्याउ, काई, लेउ र पानीका लहराहरूले घेरिएर उभिएको थियो, पोखरीको मध्यमा एउटा कालो अग्राखको काठ।
Voice835	नारी जति पछाडी यो समस्याले हो।
Voice836	किशोर फेरि तस्वीर हेरेको जस्तै मनको चिसो आँखाले कलेजका साथीहरूलाई हेर्न थाल्थ्यो ।
Voice837	मेरो देश मेरो लागि गौरव हो किनकि यहाँ बार्हौ महिना बग्ने खोला-नाला छन् भने शान्तिको चिहन् गौतम बुद्धको जन्मस्थल हो।
Voice838	त्यस कारणले सुरुमा हामी नागरिकले आफ्नो कर्तव्य पुरा गर्नुपर्छ तब मात्र देश विकास भएन भने हामी सरकारलाई दोष दिन सक्छौ र यसको विरुद्धमा जान सक्छौं।
Voice839	पहाडको उच्च टाकुरामा पुगेर त्यहाँको सौन्दर्यमा डुब्न गर्न र आफ्नो कीर्ति राख्नका लागि मानिसहरू पर्वतारोहणमा मरिमेटेर लाग्छन्।
Voice840	यस दिन मीठा-मीठा खाने कुरा दिई माला लगाई सिँगारपटार गरी कुकुरको पूजा गरिन्छ।
Voice841	यस चाडमा खास गरी पटका पड्काएर अनि आतसबाजी गरेर मनोरञ्जन लिने चलन निकै बढ्दो छ।
Voice842	देश भन्ने बित्तिकै हामी सबैको साझा घर हो र यो घरलाई सुरक्षित गर्नु र यसको विकास गर्नु हाम्रो कर्तव्य हो।
Voice843	आफूले दुइटा फूल कानमा घुसारी; पूर्वपट्टिको डिलमा कदमको सानो रूख थियो ।
Voice844	निर्ममतासँग पृथ्वीलाई यसले आबद्‌ गरेको छ, त्यसमा गोडा राख्यो भने दुम्सीको काँडा उम्रेको जस्तो अङ्गअङ्गका तीक्ष्ण अङ्क्रले बर्बरताको सान्नानी : तीन परिचय दिन्छन्‌ ।
Voice845	हामी तुलसी, वर, पीपल आदिलाई पूजा गर्छौं।
Voice846	उनि नरभूपाल शाह र कौशल्यावातीका सन्तानका रूपमा जन्मेका हुन्।
Voice847	फाल्तू समयमा मात्र पत्रिका पढेर समयको सदुपयोग गर्ने मानिस नै बुद्धिमानी ठहरिन्छ, आधुनिक युगमा व्यक्ति, समाज तथा राष्ट्रको उन्नति हुनका ।
Voice848	पुस्तकालयमा विभिन्न छेत्रका किताबहरु हुन्छन।
Voice849	बेलुका उसले राधालाई भन्यो- हिँड जाउँ नदीतिर घुम्न ।
Voice850	म जन्मदा घरका सबै जना खुसीले ढङ्ग हुनुहुन्थ्यो रे! उहाँहरुका लागि म  घरको जगमगाउँदा बत्ती थिए, कुलको धरोहर थिए।
Voice851	साथैमा मेरो देश विश्वको शिखर सागरमाथाको देश हो,त्यसैले मेरो देशमा म धेरै गर्व गर्दछु।
Voice852	जस्तै – गाउँमा मानिसहरुलाई कुनै रोगको सिकार भयो भने अस्पताल नगएर धामी झाँक्री संग उपचार गराउन जानछन् ।
Voice853	अनुशासन' ;शासन' शब्दका अगिल्तिर 'अनु' उपसर्ग लागि बनेको शब्द हो।
Voice854	बाहिर, धेरै मानिसहरूको गोडाको आवाज खस्याकखुसुक सुन्यो, र कर्कश शब्दका साथ फलामे डन्डीमा सिक्री रगडिएको पनि ।
